TIPO DE SÍMBOLO,CARACTERÍSTICA DE SÍMBOLO,MATERIAL,ESPACIO ASOCIADO,CATEGORÍA ESPACIO,DEDICACIÓN,PERSONAJE,DIRECCIÓN,MUNICIPIO,PROVINCIA,COMUNIDAD,AÑO DE INAUGURACIÓN,ESTADO,FECHA RETIRADA,Nº HABITANTES,LATITUD,LONGITUD,FUENTE,ALTURA
Placas,Placa calle,Piedra,Espacio Urbano,Público,Padre Buntiya,Padre Buntiya,"Pare Butinyà, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1107358,2.7698524,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Espacio Urbano,Público,Pintor Solives,Pintor Solives,"Pintor Solives, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1095057,2.7728061,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Espacio Urbano,Público,Baldiri Reixach,Baldiri Reixach,"Mossèn Baldiri Reixach, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1124346,2.7690502,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Espacio Urbano,Público,Lluis Constans,Lluis Constans,"Mossèn Lluís Constans, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1139428,2.763613,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Espacio Urbano,Público,Pasaje del Romaní,Pasaje del Romaní,"Sol, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1181833,2.7651488,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Espacio Urbano,Público,Pasaje del Romaní,Pasaje del Romaní,"Romaní, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1181833,2.7651488,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Espacio Urbano,Público,Formiga,Formiga,"Clavell, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1181833,2.7651488,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 338",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1116805,2.7697278,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 339",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1121426,2.7700216,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 340",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1116883,2.7698,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 341",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1121063,2.7700666,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 342",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1116568,2.7698719,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 344",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1117268,2.769939,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 346",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.11172080000001,2.7700178,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 348",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1117846,2.7700694,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 351",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1121498,2.7703496,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 356",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1119442,2.770451,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 357",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1122264,2.7706595,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 358",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1119154,2.7704004,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 359",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.11224000000001,2.7707463,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 361",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1122527,2.7707664,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 362",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1119329,2.7704915,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 364",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1119413,2.7705354,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 366",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1119986,2.7707773,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Lluís Constans, 372",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1121504,2.7719007,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 33",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1125822,2.7703101,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 37",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1124479,2.770199,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 39",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1123799,2.7701375,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 53",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1114769,2.7693275,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 55",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1114491,2.7692788,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 57",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113922,2.76924,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 59",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113545,2.769201100000001,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 61",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113272,2.769133,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Joaquim Hostench, 63",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1112895,2.7690941,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pere Alsius, 196",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1148321,2.7539868,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pere Alsius, 198",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1148321,2.7539868,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pere Alsius, 200",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1148321,2.7539868,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pere Alsius, 202",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1148321,2.7539868,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 31",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1119732,2.7711553,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 33",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1119064,2.7711262,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 35",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1118593,2.7710776,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 37",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1118311,2.7710484,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 40",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1118391,2.7708114,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 42",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1117954,2.770769,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 44",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1117637,2.77064,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 46",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1117261,2.7706011,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 51",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113222,2.7705428,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 54",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113991,2.7703799,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 56",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.111367,2.7703656,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 58",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113292,2.7702511,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 64",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1111256,2.7701168,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 66",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1111136,2.7699886,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 65",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.11089800000001,2.7701166,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Butinyà, 68",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1110212,2.7700348,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 21",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1111463,2.7692437,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 23",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1111587,2.7693177,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 25",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1111249,2.7694107,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 29",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.11109210000001,2.7696142,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 31",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1109298,2.7696509,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 33",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1108995,2.769708,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 35",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1108971,2.769765,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 41",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.11069519999999,2.7701344,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 45",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1106543,2.7702317,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 49",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1106625,2.7704777,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 51",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1105016,2.7704576,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 59",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1103993,2.7708053,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 61",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1103727,2.7708413,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 63",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1103527,2.7709087,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 65",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1103327,2.770976,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 75",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1101691,2.771613,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Solives, 77",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.110129,2.7716686,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 83",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.11057539999999,2.7717479,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Espacio Urbano,Público,Caídos,Caídos,"Formiga, s/n",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1099544,2.7710441,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 48",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1110822,2.7720311,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 50",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.111051,2.7719994,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 58",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1107704,2.7717234,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 60",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1107358,2.7716906,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 69",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1109956,2.7721534,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 71",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1109324,2.7720683,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 73",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1107665,2.7719818,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 74",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.110361,2.7713204,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 75",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1107096,2.7719429,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 76",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1103105,2.7712898,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 89",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1104714,2.7716279,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Formiga, 91",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1104383,2.7716,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 264",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1116766,2.7702511,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 266",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1116375,2.7703667,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 268",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1116075,2.7704223,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 270",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.111625,2.7704413,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 276",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1114182,2.770778,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 278",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113881,2.7708346,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 280",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.111389,2.7708341,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 282",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.111286,2.7708442,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 283",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1115049,2.7709706,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 284",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1112917,2.7709798,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 288",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1112084,2.7711724,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 290",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1111782,2.771229,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 291",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.111431,2.7712331,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 292",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.11115179999999,2.7712671,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 293",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.1113265,2.771246,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Baldiri Reixach, 294",Banyoles,Girona,Cataluña,1955,Activo,,19826,42.111093,2.7713901,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
